,ID,Node,Year,Citations,Centrality,Delta
43,5.0,KOORNNEEF_M_1980_THEOR_APPL_GENET,2012.0,0.0,0.0,0.0
44,5.0,KOORNNEEF_M_1980_THEOR_APPL_GENET,2013.0,0.0,0.0,0.0
45,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,1999.0,6.0,0.0,0.0
46,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2000.0,0.0,0.0,-1.0
47,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2001.0,4.0,0.00283320376609,4.0
48,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2002.0,10.0,0.0290692152518,1.5
49,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2003.0,0.0,0.0,-1.0
50,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2004.0,5.0,0.000955500036579,5.0
51,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2005.0,0.0,0.0,-1.0
52,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2006.0,0.0,0.0,0.0
53,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2007.0,0.0,0.0,0.0
54,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2008.0,0.0,0.0,0.0
55,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2009.0,0.0,0.0,0.0
56,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2010.0,0.0,0.0,0.0
57,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2011.0,0.0,0.0,0.0
58,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2012.0,0.0,0.0,0.0
59,6.0,INGRAM_J_1996_ANNU_REV_PLANT_PHYS,2013.0,0.0,0.0,0.0
60,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,1999.0,6.0,0.000150290161291,0.0
61,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2000.0,0.0,0.0,-1.0
62,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2001.0,4.0,0.0,4.0
63,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2002.0,0.0,0.0,-1.0
64,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2003.0,0.0,0.0,0.0
65,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2004.0,0.0,0.0,0.0
66,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2005.0,0.0,0.0,0.0
67,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2006.0,0.0,0.0,0.0
68,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2007.0,0.0,0.0,0.0
69,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2008.0,0.0,0.0,0.0
70,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2009.0,0.0,0.0,0.0
71,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2010.0,0.0,0.0,0.0
72,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2011.0,0.0,0.0,0.0
73,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2012.0,0.0,0.0,0.0
74,7.0,KIEBER_JJ_1997_ANNU_REV_PLANT_PHYS,2013.0,0.0,0.0,0.0
75,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,1999.0,4.0,3.66703337e-05,0.0
76,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2000.0,0.0,0.0,-1.0
77,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2001.0,0.0,0.0,0.0
78,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2002.0,0.0,0.0,0.0
79,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2003.0,0.0,0.0,0.0
80,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2004.0,0.0,0.0,0.0
81,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2005.0,0.0,0.0,0.0
82,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2006.0,0.0,0.0,0.0
83,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2007.0,0.0,0.0,0.0
84,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2008.0,0.0,0.0,0.0
85,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2009.0,0.0,0.0,0.0
86,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2010.0,0.0,0.0,0.0
87,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2011.0,0.0,0.0,0.0
88,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2012.0,0.0,0.0,0.0
89,15.0,PENACORTES_H_1995_P_NATL_ACAD_SCI_USA,2013.0,0.0,0.0,0.0
90,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,1999.0,11.0,1.833516685e-05,0.0
91,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2000.0,8.0,0.0,-0.272727272727
92,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2001.0,0.0,0.0,-1.0
93,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2002.0,0.0,0.0,0.0
94,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2003.0,10.0,0.000516737892041,10.0
95,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2004.0,0.0,0.0,-1.0
96,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2005.0,4.0,0.0,4.0
97,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2006.0,0.0,0.0,-1.0
98,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2007.0,0.0,0.0,0.0
99,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2008.0,0.0,0.0,0.0
100,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2009.0,0.0,0.0,0.0
101,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2010.0,0.0,0.0,0.0
102,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2011.0,0.0,0.0,0.0
103,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2012.0,0.0,0.0,0.0
104,18.0,VALVEKENS_D_1988_P_NATL_ACAD_SCI_USA,2013.0,0.0,0.0,0.0
105,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,1999.0,8.0,0.000137843590356,0.0
106,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2000.0,0.0,0.0,-1.0
107,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2001.0,0.0,0.0,0.0
108,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2002.0,0.0,0.0,0.0
109,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2003.0,5.0,2.38623618966e-06,5.0
110,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2004.0,0.0,0.0,-1.0
111,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2005.0,0.0,0.0,0.0
112,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2006.0,0.0,0.0,0.0
113,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2007.0,0.0,0.0,0.0
114,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2008.0,0.0,0.0,0.0
115,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2009.0,0.0,0.0,0.0
116,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2010.0,0.0,0.0,0.0
117,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2011.0,0.0,0.0,0.0
118,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2012.0,0.0,0.0,0.0
119,19.0,HEDDEN_P_1997_ANNU_REV_PLANT_PHYS,2013.0,0.0,0.0,0.0
120,20.0,KYTE_J_1982_J_MOL_BIOL,1999.0,7.0,0.0,0.0
121,20.0,KYTE_J_1982_J_MOL_BIOL,2000.0,7.0,0.00197952476295,0.0
122,20.0,KYTE_J_1982_J_MOL_BIOL,2001.0,0.0,0.0,-1.0
123,20.0,KYTE_J_1982_J_MOL_BIOL,2002.0,0.0,0.0,0.0
124,20.0,KYTE_J_1982_J_MOL_BIOL,2003.0,0.0,0.0,0.0
125,20.0,KYTE_J_1982_J_MOL_BIOL,2004.0,0.0,0.0,0.0
126,20.0,KYTE_J_1982_J_MOL_BIOL,2005.0,0.0,0.0,0.0
127,20.0,KYTE_J_1982_J_MOL_BIOL,2006.0,0.0,0.0,0.0
128,20.0,KYTE_J_1982_J_MOL_BIOL,2007.0,0.0,0.0,0.0
129,20.0,KYTE_J_1982_J_MOL_BIOL,2008.0,0.0,0.0,0.0
130,20.0,KYTE_J_1982_J_MOL_BIOL,2009.0,0.0,0.0,0.0
131,20.0,KYTE_J_1982_J_MOL_BIOL,2010.0,0.0,0.0,0.0
132,20.0,KYTE_J_1982_J_MOL_BIOL,2011.0,0.0,0.0,0.0
133,20.0,KYTE_J_1982_J_MOL_BIOL,2012.0,0.0,0.0,0.0
134,20.0,KYTE_J_1982_J_MOL_BIOL,2013.0,0.0,0.0,0.0
135,25.0,GRAHAM_IA_1994_PLANT_CELL,1999.0,5.0,0.0,0.0
136,25.0,GRAHAM_IA_1994_PLANT_CELL,2000.0,5.0,0.00159507016936,0.0
137,25.0,GRAHAM_IA_1994_PLANT_CELL,2001.0,0.0,0.0,-1.0
138,25.0,GRAHAM_IA_1994_PLANT_CELL,2002.0,4.0,0.0,4.0
139,25.0,GRAHAM_IA_1994_PLANT_CELL,2003.0,3.0,0.0,-0.25
140,25.0,GRAHAM_IA_1994_PLANT_CELL,2004.0,0.0,0.0,-1.0
141,25.0,GRAHAM_IA_1994_PLANT_CELL,2005.0,0.0,0.0,0.0
142,25.0,GRAHAM_IA_1994_PLANT_CELL,2006.0,0.0,0.0,0.0
143,25.0,GRAHAM_IA_1994_PLANT_CELL,2007.0,0.0,0.0,0.0
144,25.0,GRAHAM_IA_1994_PLANT_CELL,2008.0,0.0,0.0,0.0
145,25.0,GRAHAM_IA_1994_PLANT_CELL,2009.0,0.0,0.0,0.0
146,25.0,GRAHAM_IA_1994_PLANT_CELL,2010.0,0.0,0.0,0.0
147,25.0,GRAHAM_IA_1994_PLANT_CELL,2011.0,0.0,0.0,0.0
148,25.0,GRAHAM_IA_1994_PLANT_CELL,2012.0,0.0,0.0,0.0
149,25.0,GRAHAM_IA_1994_PLANT_CELL,2013.0,0.0,0.0,0.0
150,26.0,CARVAJAL_M_1996_PLANTA,1999.0,4.0,2.44468891334e-05,0.0
151,26.0,CARVAJAL_M_1996_PLANTA,2000.0,0.0,0.0,-1.0
152,26.0,CARVAJAL_M_1996_PLANTA,2001.0,0.0,0.0,0.0
153,26.0,CARVAJAL_M_1996_PLANTA,2002.0,0.0,0.0,0.0
154,26.0,CARVAJAL_M_1996_PLANTA,2003.0,0.0,0.0,0.0
155,26.0,CARVAJAL_M_1996_PLANTA,2004.0,0.0,0.0,0.0
156,26.0,CARVAJAL_M_1996_PLANTA,2005.0,0.0,0.0,0.0
157,26.0,CARVAJAL_M_1996_PLANTA,2006.0,0.0,0.0,0.0
158,26.0,CARVAJAL_M_1996_PLANTA,2007.0,0.0,0.0,0.0
159,26.0,CARVAJAL_M_1996_PLANTA,2008.0,0.0,0.0,0.0
160,26.0,CARVAJAL_M_1996_PLANTA,2009.0,0.0,0.0,0.0
161,26.0,CARVAJAL_M_1996_PLANTA,2010.0,0.0,0.0,0.0
162,26.0,CARVAJAL_M_1996_PLANTA,2011.0,0.0,0.0,0.0
163,26.0,CARVAJAL_M_1996_PLANTA,2012.0,0.0,0.0,0.0
164,26.0,CARVAJAL_M_1996_PLANTA,2013.0,0.0,0.0,0.0
165,28.0,WILSON_RN_1992_PLANT_PHYSIOL,1999.0,5.0,0.00271294535504,0.0
166,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2000.0,0.0,0.0,-1.0
167,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2001.0,0.0,0.0,0.0
168,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2002.0,0.0,0.0,0.0
169,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2003.0,0.0,0.0,0.0
170,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2004.0,0.0,0.0,0.0
171,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2005.0,0.0,0.0,0.0
172,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2006.0,0.0,0.0,0.0
173,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2007.0,0.0,0.0,0.0
174,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2008.0,0.0,0.0,0.0
175,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2009.0,0.0,0.0,0.0
176,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2010.0,0.0,0.0,0.0
177,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2011.0,0.0,0.0,0.0
178,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2012.0,0.0,0.0,0.0
179,28.0,WILSON_RN_1992_PLANT_PHYSIOL,2013.0,0.0,0.0,0.0
180,31.0,LI_JM_1996_SCIENCE,1999.0,4.0,7.68330801334e-05,0.0
181,31.0,LI_JM_1996_SCIENCE,2000.0,6.0,0.00442266068839,0.5
182,31.0,LI_JM_1996_SCIENCE,2001.0,4.0,0.0,-0.333333333333
183,31.0,LI_JM_1996_SCIENCE,2002.0,8.0,0.000496798246381,1.0
184,31.0,LI_JM_1996_SCIENCE,2003.0,6.0,0.00284063857333,-0.25
185,31.0,LI_JM_1996_SCIENCE,2004.0,4.0,0.00160097962499,-0.333333333333
186,31.0,LI_JM_1996_SCIENCE,2005.0,0.0,0.0,-1.0
187,31.0,LI_JM_1996_SCIENCE,2006.0,0.0,0.0,0.0
188,31.0,LI_JM_1996_SCIENCE,2007.0,0.0,0.0,0.0
189,31.0,LI_JM_1996_SCIENCE,2008.0,0.0,0.0,0.0
190,31.0,LI_JM_1996_SCIENCE,2009.0,0.0,0.0,0.0
191,31.0,LI_JM_1996_SCIENCE,2010.0,0.0,0.0,0.0
192,31.0,LI_JM_1996_SCIENCE,2011.0,0.0,0.0,0.0
193,31.0,LI_JM_1996_SCIENCE,2012.0,0.0,0.0,0.0
194,31.0,LI_JM_1996_SCIENCE,2013.0,0.0,0.0,0.0
195,33.0,BRADLEY_DJ_1992_CELL,1999.0,10.0,0.0268759494997,0.0
196,33.0,BRADLEY_DJ_1992_CELL,2000.0,0.0,0.0,-1.0
197,33.0,BRADLEY_DJ_1992_CELL,2001.0,0.0,0.0,0.0
198,33.0,BRADLEY_DJ_1992_CELL,2002.0,0.0,0.0,0.0
199,33.0,BRADLEY_DJ_1992_CELL,2003.0,0.0,0.0,0.0
200,33.0,BRADLEY_DJ_1992_CELL,2004.0,0.0,0.0,0.0
201,33.0,BRADLEY_DJ_1992_CELL,2005.0,0.0,0.0,0.0
202,33.0,BRADLEY_DJ_1992_CELL,2006.0,0.0,0.0,0.0
203,33.0,BRADLEY_DJ_1992_CELL,2007.0,0.0,0.0,0.0
204,33.0,BRADLEY_DJ_1992_CELL,2008.0,0.0,0.0,0.0
205,33.0,BRADLEY_DJ_1992_CELL,2009.0,0.0,0.0,0.0
206,33.0,BRADLEY_DJ_1992_CELL,2010.0,0.0,0.0,0.0
207,33.0,BRADLEY_DJ_1992_CELL,2011.0,0.0,0.0,0.0
208,33.0,BRADLEY_DJ_1992_CELL,2012.0,0.0,0.0,0.0
209,33.0,BRADLEY_DJ_1992_CELL,2013.0,0.0,0.0,0.0
210,36.0,KAUSCHMANN_A_1996_PLANT_J,1999.0,4.0,0.0002200220022,0.0
211,36.0,KAUSCHMANN_A_1996_PLANT_J,2000.0,4.0,0.0,0.0
212,36.0,KAUSCHMANN_A_1996_PLANT_J,2001.0,3.0,0.0,-0.25
213,36.0,KAUSCHMANN_A_1996_PLANT_J,2002.0,5.0,0.000120597191777,0.666666666667
214,36.0,KAUSCHMANN_A_1996_PLANT_J,2003.0,0.0,0.0,-1.0
215,36.0,KAUSCHMANN_A_1996_PLANT_J,2004.0,0.0,0.0,0.0
216,36.0,KAUSCHMANN_A_1996_PLANT_J,2005.0,0.0,0.0,0.0
217,36.0,KAUSCHMANN_A_1996_PLANT_J,2006.0,0.0,0.0,0.0
218,36.0,KAUSCHMANN_A_1996_PLANT_J,2007.0,0.0,0.0,0.0
219,36.0,KAUSCHMANN_A_1996_PLANT_J,2008.0,0.0,0.0,0.0
220,36.0,KAUSCHMANN_A_1996_PLANT_J,2009.0,0.0,0.0,0.0
221,36.0,KAUSCHMANN_A_1996_PLANT_J,2010.0,0.0,0.0,0.0
222,36.0,KAUSCHMANN_A_1996_PLANT_J,2011.0,0.0,0.0,0.0
223,36.0,KAUSCHMANN_A_1996_PLANT_J,2012.0,0.0,0.0,0.0
224,36.0,KAUSCHMANN_A_1996_PLANT_J,2013.0,0.0,0.0,0.0
225,39.0,LASHBROOK_CC_1998_PLANT_J,1999.0,3.0,0.0,0.0
226,39.0,LASHBROOK_CC_1998_PLANT_J,2000.0,0.0,0.0,-1.0
227,39.0,LASHBROOK_CC_1998_PLANT_J,2001.0,0.0,0.0,0.0
228,39.0,LASHBROOK_CC_1998_PLANT_J,2002.0,4.0,0.000466648906649,4.0
229,39.0,LASHBROOK_CC_1998_PLANT_J,2003.0,0.0,0.0,-1.0
230,39.0,LASHBROOK_CC_1998_PLANT_J,2004.0,0.0,0.0,0.0
231,39.0,LASHBROOK_CC_1998_PLANT_J,2005.0,0.0,0.0,0.0
232,39.0,LASHBROOK_CC_1998_PLANT_J,2006.0,0.0,0.0,0.0
233,39.0,LASHBROOK_CC_1998_PLANT_J,2007.0,0.0,0.0,0.0
234,39.0,LASHBROOK_CC_1998_PLANT_J,2008.0,0.0,0.0,0.0
235,39.0,LASHBROOK_CC_1998_PLANT_J,2009.0,0.0,0.0,0.0
236,39.0,LASHBROOK_CC_1998_PLANT_J,2010.0,0.0,0.0,0.0
237,39.0,LASHBROOK_CC_1998_PLANT_J,2011.0,0.0,0.0,0.0
238,39.0,LASHBROOK_CC_1998_PLANT_J,2012.0,0.0,0.0,0.0
239,39.0,LASHBROOK_CC_1998_PLANT_J,2013.0,0.0,0.0,0.0
240,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,1999.0,4.0,3.66703337e-05,0.0
241,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2000.0,0.0,0.0,-1.0
242,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2001.0,6.0,0.0,6.0
243,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2002.0,4.0,0.0,-0.333333333333
244,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2003.0,6.0,0.00549788818097,0.5
245,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2004.0,0.0,0.0,-1.0
246,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2005.0,0.0,0.0,0.0
247,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2006.0,4.0,0.0,4.0
248,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2007.0,0.0,0.0,-1.0
249,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2008.0,0.0,0.0,0.0
250,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2009.0,0.0,0.0,0.0
251,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2010.0,0.0,0.0,0.0
252,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2011.0,0.0,0.0,0.0
253,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2012.0,0.0,0.0,0.0
254,40.0,BLANCAFLOR_EB_1998_PLANT_PHYSIOL,2013.0,0.0,0.0,0.0
255,42.0,DELANEY_TP_1994_SCIENCE,1999.0,4.0,0.0,0.0
256,42.0,DELANEY_TP_1994_SCIENCE,2000.0,4.0,0.0,0.0
257,42.0,DELANEY_TP_1994_SCIENCE,2001.0,6.0,0.00344432927356,0.5
258,42.0,DELANEY_TP_1994_SCIENCE,2002.0,6.0,0.00315128205128,0.0
259,42.0,DELANEY_TP_1994_SCIENCE,2003.0,5.0,0.0045142161468,-0.166666666667
260,42.0,DELANEY_TP_1994_SCIENCE,2004.0,6.0,0.00553202050051,0.2
261,42.0,DELANEY_TP_1994_SCIENCE,2005.0,6.0,0.0,0.0
262,42.0,DELANEY_TP_1994_SCIENCE,2006.0,0.0,0.0,-1.0
263,42.0,DELANEY_TP_1994_SCIENCE,2007.0,0.0,0.0,0.0
264,42.0,DELANEY_TP_1994_SCIENCE,2008.0,0.0,0.0,0.0
265,42.0,DELANEY_TP_1994_SCIENCE,2009.0,0.0,0.0,0.0
266,42.0,DELANEY_TP_1994_SCIENCE,2010.0,0.0,0.0,0.0
267,42.0,DELANEY_TP_1994_SCIENCE,2011.0,3.0,0.0,3.0
268,42.0,DELANEY_TP_1994_SCIENCE,2012.0,3.0,0.0,0.0
269,42.0,DELANEY_TP_1994_SCIENCE,2013.0,0.0,0.0,-1.0
270,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,1999.0,5.0,0.00195575113067,0.0
271,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2000.0,0.0,0.0,-1.0
272,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2001.0,0.0,0.0,0.0
273,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2002.0,0.0,0.0,0.0
274,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2003.0,0.0,0.0,0.0
275,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2004.0,0.0,0.0,0.0
276,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2005.0,0.0,0.0,0.0
277,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2006.0,0.0,0.0,0.0
278,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2007.0,0.0,0.0,0.0
279,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2008.0,0.0,0.0,0.0
280,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2009.0,0.0,0.0,0.0
281,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2010.0,0.0,0.0,0.0
282,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2011.0,0.0,0.0,0.0
283,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2012.0,0.0,0.0,0.0
284,44.0,LAM_HM_1996_ANNU_REV_PLANT_PHYS,2013.0,0.0,0.0,0.0
285,45.0,BAILEY_BA_1992_PLANT_PHYSIOL,1999.0,4.0,0.00427820559834,0.0
286,45.0,BAILEY_BA_1992_PLANT_PHYSIOL,2000.0,0.0,0.0,-1.0
287,45.0,BAILEY_BA_1992_PLANT_PHYSIOL,2001.0,0.0,0.0,0.0
288,45.0,BAILEY_BA_1992_PLANT_PHYSIOL,2002.0,0.0,0.0,0.0
289,45.0,BAILEY_BA_1992_PLANT_PHYSIOL,2003.0,0.0,0.0,0.0
